"agent_A","agent_B","contact","date_start","date_stop","duration","dist_min","dist_mean","dist_max"
0,1,0,669,675,6,9.41,11.26,13.82
0,1,1,1014,1019,5,10.34,11.79,13.72
0,2,0,979,986,7,4.55,8.99,14.49
0,4,0,922,932,10,9.28,11.36,14.66
0,5,0,756,757,1,14.57,14.62,14.68
0,5,1,1006,1014,8,5.76,9.51,13.96
0,6,0,471,477,6,6.35,10.49,14.62
0,6,1,899,913,14,0.7,7.61,14.69
0,6,2,1037,1051,14,7.14,10.01,14.02
0,7,0,536,551,15,8.87,10.94,14.04
0,7,1,629,638,9,1.93,7.3,12.92
0,7,2,741,750,9,5.87,9.53,14.98
0,8,0,664,674,10,3.98,8.53,13.94
0,8,1,770,778,8,3.98,9.05,14.82
0,8,2,887,894,7,11.36,12.49,14.21
0,9,0,807,813,6,12.76,13.7,14.86
0,9,1,833,876,43,4.69,8.94,14.99
0,9,2,913,922,9,7.88,10.53,14.59
0,10,0,1001,1010,9,7.32,10.42,14.89
0,11,0,566,576,10,0.94,7.34,13.86
0,11,1,798,806,8,9.35,11.45,14.46
0,12,0,618,628,10,9.02,11.44,14.9
0,14,0,576,584,8,3.96,8.7,14.19
0,14,1,1049,1054,5,12.27,13.24,14.82
1,0,0,669,675,6,9.41,11.26,13.82
1,0,1,1014,1019,5,10.34,11.79,13.72
1,2,0,939,943,4,12.02,12.94,13.85
1,3,0,770,782,12,0.37,7.89,14.83
1,4,0,726,752,26,3.41,10.07,14.99
1,5,0,458,473,15,5.11,9.26,14.93
1,5,1,776,795,19,3.11,7.96,13.79
1,7,0,611,625,14,2.84,8.44,14.92
1,7,1,763,764,1,14.79,14.87,14.94
1,7,2,915,928,13,4.89,9.02,14.88
1,8,0,664,693,29,2.32,8.03,14.71
1,8,1,934,942,8,4.17,9.14,14.5
1,9,0,566,570,4,12.77,13.74,14.9
1,9,1,701,702,1,14.75,14.78,14.8
1,10,0,926,933,7,9.41,11.02,13.13
1,11,0,449,458,9,0.51,6.56,14.66
1,12,0,514,515,1,14.75,14.78,14.81
1,12,1,835,844,9,4.71,8.67,13.46
1,13,0,452,457,5,10.73,12.07,13.85
1,13,1,699,706,7,3.87,8.66,14.33
1,13,2,863,868,5,8.52,10.48,13.11
1,14,0,1001,1007,6,7.03,9.57,12.51
2,0,0,979,986,7,4.55,8.99,14.49
2,1,0,939,943,4,12.02,12.94,13.85
2,3,0,499,506,7,8.97,11.44,14.63
2,3,1,912,919,7,7.25,10.12,13.81
2,4,0,447,451,4,6.82,10.76,14.71
2,4,1,633,641,8,11.94,12.98,14.51
2,4,2,1049,1051,2,11.86,13.27,14.7
2,5,0,500,509,9,0.71,7.62,14.65
2,5,1,685,690,5,9.99,11.66,14.06
2,6,0,602,607,5,14.26,14.52,14.89
2,6,1,853,863,10,6.8,9.94,14.86
2,7,0,688,696,8,6.75,10.14,14.79
2,7,1,793,798,5,12.34,13.34,14.77
2,7,2,1005,1013,8,6.36,9.87,14.56
2,8,0,501,502,1,14.41,14.42,14.43
2,8,1,601,608,7,5.89,9.78,14.41
2,8,2,931,936,5,12.53,13.19,14.02
2,9,0,602,609,7,10.66,12.43,14.96
2,11,0,637,643,6,11.67,13,14.97
2,11,1,954,962,8,2.42,7.61,13.4
2,12,0,778,787,9,2.66,8.52,13.53
2,13,0,528,537,9,10.22,12.14,14.95
2,13,1,646,649,3,14.22,14.41,14.62
2,13,2,993,998,5,9.79,11.74,14.32
2,14,0,521,528,7,2.92,7.86,13.47
2,14,1,612,617,5,12.43,13.43,14.67
3,1,0,770,782,12,0.37,7.89,14.83
3,2,0,499,506,7,8.97,11.44,14.63
3,2,1,912,919,7,7.25,10.12,13.81
3,5,0,495,505,10,0.63,7.04,12.92
3,5,1,756,777,21,6.82,9.94,14.56
3,6,0,683,684,1,12.72,13.5,14.27
3,7,0,724,731,7,9.96,11.87,14.39
3,8,0,442,448,6,6.4,10.39,14.61
3,8,1,489,519,30,7.82,10.48,14.72
3,8,2,540,559,19,1.51,7.96,14.88
3,8,3,839,848,9,0.93,7.38,13.89
3,9,0,508,515,7,7.7,10.36,14.11
3,10,0,821,861,40,1.03,7.53,14.62
3,11,0,483,493,10,0.28,7.89,14.48
3,12,0,799,807,8,2.22,8.03,14.46
3,13,0,684,691,7,9.66,11.69,14.71
3,13,1,787,795,8,1.59,7.59,14.89
3,13,2,892,895,3,13.44,13.82,14.31
3,14,0,719,729,10,1.56,7.92,14.73
3,66,0,1011,1027,16,6.81,10.13,14.71
3,302,0,957,966,9,4.82,9.09,14.26
3,307,0,1016,1025,9,11.68,12.84,14.85
3,308,0,1025,1040,15,6.85,10.17,14.85
3,343,0,951,951,0,11.65,11.65,11.65
4,0,0,922,932,10,9.28,11.36,14.66
4,1,0,726,752,26,3.41,9.88,14.42
4,2,0,633,641,8,11.94,12.98,14.51
4,2,1,1049,1058,9,11.86,13.51,14.94
4,3,0,1070,1079,9,4.32,4.58,5.18
4,5,0,986,986,0,14.98,14.98,14.98
4,7,0,824,837,13,8.02,10.65,14.42
4,8,0,559,575,16,2.2,8.04,14.75
4,10,0,465,474,9,9.9,11.54,14.89
4,11,0,587,600,13,9.55,11.68,15
4,11,1,633,659,26,4.22,8.68,14.47
4,11,2,744,758,14,6.69,9.73,14.07
4,12,0,673,683,10,8.15,10.62,14.12
4,13,0,659,675,16,5.84,10.32,14.95
4,13,1,950,961,11,2.25,7.75,13.77
4,14,0,891,907,16,3.58,8.5,14.72
5,0,0,756,757,1,14.57,14.62,14.68
5,0,1,1006,1014,8,5.76,9.51,13.96
5,1,0,776,795,19,3.11,7.96,13.79
5,2,0,500,509,9,0.71,7.62,14.65
5,2,1,685,690,5,9.99,11.66,14.06
5,3,0,495,505,10,0.63,7.04,12.92
5,3,1,756,777,21,6.82,9.94,14.56
5,4,0,986,986,0,14.98,14.98,14.98
5,6,0,966,966,0,11.24,11.24,11.24
5,7,0,476,484,8,8.19,10.52,13.61
5,7,1,678,693,15,9.58,11.59,14.96
5,8,0,490,502,12,0.34,7.16,13.36
5,8,1,740,748,8,1.24,7.63,14.63
5,9,0,532,540,8,8.32,10.71,13.73
5,10,0,632,641,9,12.05,12.98,14.51
5,10,1,1010,1016,6,11.21,12.33,13.83
5,12,0,710,717,7,3.78,8.01,12.92
5,13,0,1020,1028,8,4.36,8.96,13.93
5,14,0,993,998,5,12.24,13.35,14.95
5,176,0,880,880,0,5.4,5.4,5.4
5,244,0,901,909,8,0.83,8.04,14.66
5,297,0,859,859,0,7.99,7.99,7.99
5,297,1,865,880,15,7.17,10.12,14.56
6,0,0,451,477,26,4.98,9.72,14.73
6,0,1,899,913,14,0.7,7.61,14.69
6,2,0,602,607,5,14.26,14.52,14.89
6,2,1,853,863,10,6.8,9.94,14.86
6,3,0,683,684,1,12.72,13.5,14.27
6,7,0,656,671,15,5.73,9.29,14.12
6,8,0,601,612,11,7.95,10.61,14.65
6,9,0,606,612,6,12.07,13.06,14.56
6,9,1,823,823,0,12.96,12.96,12.96
6,9,2,913,916,3,13.53,14.02,14.74
6,10,0,874,885,11,3.17,8.09,14.12
6,12,0,916,933,17,3.55,9.68,14.7
6,13,0,442,443,1,10.49,11.65,12.81
6,13,1,683,684,1,12.02,13.14,14.26
6,14,0,1012,1019,7,12.49,13.37,14.83
6,105,0,707,707,0,14.49,14.49,14.49
6,126,0,708,708,0,14.12,14.12,14.12
6,211,0,758,770,12,5.76,9.49,14.52
6,212,0,766,778,12,6.19,9.46,13.96
6,213,0,708,722,14,4.01,7.93,14.73
6,214,0,771,779,8,6.44,9.77,14.22
6,216,0,709,711,2,13.83,14.41,14.98
6,217,0,740,752,12,9.42,11.46,14.98
6,219,0,753,768,15,3.24,8.63,14.93
6,220,0,708,713,5,8.83,11.06,14.08
7,0,0,536,551,15,8.87,10.94,14.04
7,0,1,629,638,9,1.93,7.3,12.92
7,0,2,741,750,9,5.87,9.53,14.98
7,1,0,611,625,14,2.84,8.57,14.92
7,1,1,763,764,1,14.79,14.87,14.94
7,1,2,915,928,13,4.89,9.02,14.88
7,2,0,688,696,8,6.75,10.14,14.79
7,2,1,793,798,5,12.34,13.34,14.77
7,2,2,1005,1013,8,6.36,9.87,14.56
7,3,0,724,731,7,9.96,11.87,14.39
7,4,0,824,837,13,8.02,10.65,14.42
7,5,0,476,484,8,8.19,10.52,13.61
7,5,1,678,693,15,9.58,11.59,14.96
7,6,0,656,671,15,5.73,9.29,14.12
7,8,0,451,465,14,10.7,12.34,14.92
7,8,1,1024,1029,5,6.44,9.07,13.76
7,9,0,494,498,4,12.59,13.39,14.4
7,9,1,586,592,6,10.33,12.16,14.66
7,9,2,946,954,8,5.15,9.33,14.32
7,10,0,1021,1029,8,3.32,7.6,14.91
7,11,0,949,956,7,9.29,11.21,13.86
7,12,0,627,628,1,14.36,14.37,14.38
7,13,0,978,986,8,2.03,7.36,12.75
7,14,0,707,713,6,11.61,12.63,14.06
7,14,1,717,726,9,12.88,13.67,14.97
7,14,2,964,974,10,2.41,7.69,13.87
8,0,0,664,674,10,3.98,8.53,13.94
8,0,1,770,778,8,3.98,9.05,14.82
8,0,2,887,894,7,11.36,12.49,14.21
8,1,0,664,693,29,2.32,8.03,14.71
8,1,1,934,942,8,4.17,9.14,14.5
8,2,0,501,502,1,14.41,14.42,14.43
8,2,1,601,608,7,5.89,9.78,14.41
8,2,2,931,936,5,12.53,13.19,14.02
8,3,0,489,519,30,7.82,10.48,14.72
8,3,1,540,559,19,1.51,7.87,14.88
8,3,2,839,848,9,0.93,7.38,13.89
8,4,0,559,575,16,2.2,8.04,14.75
8,5,0,490,502,12,0.34,7.16,13.36
8,5,1,740,748,8,1.24,7.63,14.63
8,6,0,601,612,11,7.95,10.61,14.65
8,7,0,1024,1035,11,6.44,9.75,13.76
8,9,0,599,606,7,8.9,10.92,13.6
8,9,1,691,700,9,3.75,8.46,14.14
8,9,2,785,794,9,3.06,8.09,13.88
8,9,3,878,886,8,3.71,8.96,14.66
8,9,4,975,977,2,14.2,14.39,14.59
8,10,0,626,632,6,12.04,13.13,14.85
8,10,1,839,848,9,2.44,7.7,13.39
8,10,2,948,962,14,1.12,9.31,14.98
8,10,3,1020,1039,19,0.7,7.38,14.29
8,11,0,484,488,4,13.73,14.33,14.96
8,11,1,778,788,10,0.63,7.99,14.96
8,12,0,588,600,12,8.13,10.7,14.84
8,12,1,893,900,7,8.69,11.14,14.29
8,13,0,801,807,6,7,10,13.3
8,13,1,903,909,6,6.73,9.78,14.09
8,13,2,1009,1020,11,2.18,8.16,14.65
8,14,0,728,740,12,6.27,9.44,13.9
8,14,1,865,870,5,11.49,12.81,14.97
9,0,0,448,454,6,13.57,14.14,14.85
9,0,1,807,813,6,12.76,13.7,14.86
9,0,2,833,876,43,4.69,8.94,14.99
9,0,3,913,922,9,7.88,10.53,14.59
9,1,0,566,570,4,12.77,13.74,14.9
9,1,1,701,702,1,14.75,14.78,14.8
9,1,2,1031,1043,12,6.43,9.55,13.9
9,2,0,602,609,7,10.66,12.43,14.96
9,2,1,1059,1065,6,13.48,14.05,14.97
9,3,0,508,515,7,7.7,10.36,14.11
9,5,0,532,540,8,8.32,10.71,13.73
9,6,0,606,612,6,12.07,13.06,14.56
9,6,1,913,916,3,13.53,14.02,14.74
9,7,0,494,498,4,12.59,13.39,14.4
9,7,1,586,592,6,10.33,12.16,14.66
9,7,2,946,954,8,5.15,9.33,14.32
9,8,0,599,606,7,8.9,10.92,13.6
9,8,1,691,700,9,3.75,8.46,14.14
9,8,2,785,794,9,3.06,8.09,13.88
9,8,3,878,886,8,3.71,8.93,14.66
9,8,4,975,977,2,14.2,14.39,14.59
9,10,0,471,482,11,8.17,11.67,14.87
9,11,0,939,954,15,9.91,11.8,14.72
9,12,0,596,602,6,1.2,7.04,12.08
9,12,1,836,840,4,12.46,13.37,14.9
9,12,2,1015,1029,14,4.01,8.71,14.34
9,13,0,703,712,9,4.39,8.68,14.23
9,13,1,1028,1031,3,13.77,14.1,14.51
9,14,0,654,662,8,3.76,8.89,14.72
10,0,0,1001,1010,9,7.32,10.42,14.89
10,1,0,926,933,7,9.41,11.02,13.13
10,3,0,821,861,40,1.03,7.57,14.62
10,4,0,470,474,4,11.17,13.02,14.89
10,5,0,632,641,9,12.05,12.98,14.51
10,5,1,1010,1016,6,11.21,12.33,13.83
10,6,0,874,885,11,3.17,8.09,14.12
10,7,0,1021,1035,14,3.32,9.07,14.91
10,8,0,626,632,6,12.04,13.13,14.85
10,8,1,839,848,9,2.44,7.7,13.39
10,8,2,948,962,14,1.12,8.96,14.98
10,8,3,1020,1039,19,0.7,7.38,14.29
10,9,0,471,482,11,8.17,11.77,14.87
10,11,0,973,982,9,7.89,10.6,14.41
10,12,0,1066,1069,3,13.51,13.9,14.4
10,13,0,550,560,10,1.95,7.85,13.93
11,0,0,566,576,10,0.94,7.34,13.86
11,0,1,798,806,8,9.35,11.45,14.46
11,1,0,441,458,17,0.51,8.26,14.69
11,2,0,422,435,13,11.01,12.32,14.34
11,2,1,637,643,6,11.67,13,14.97
11,2,2,954,962,8,2.42,7.61,13.4
11,3,0,483,493,10,0.28,7.89,14.48
11,4,0,587,600,13,9.55,11.68,15
11,4,1,633,659,26,4.22,8.68,14.47
11,4,2,744,758,14,6.69,9.73,14.07
11,7,0,949,956,7,9.29,11.21,13.86
11,8,0,484,488,4,13.73,14.33,14.96
11,8,1,778,788,10,0.63,7.99,14.96
11,9,0,939,954,15,9.91,11.8,14.72
11,10,0,973,982,9,7.89,10.6,14.41
11,12,0,667,668,1,14.45,14.5,14.55
11,12,1,980,1006,26,4.81,8.82,14.96
11,13,0,452,470,18,6.87,9.98,14.73
11,13,1,505,521,16,2.06,8,14.96
11,13,2,1040,1042,2,14.36,14.56,14.73
11,14,0,540,559,19,1.83,7.7,14.21
11,14,1,765,775,10,5.88,9.22,13.52
11,14,2,904,920,16,1.15,7.79,14.4
12,0,0,618,628,10,9.02,11.44,14.9
12,1,0,514,515,1,14.75,14.78,14.81
12,1,1,835,844,9,4.71,8.67,13.46
12,2,0,422,422,0,14.86,14.86,14.86
12,2,1,778,787,9,2.66,8.53,13.53
12,3,0,799,807,8,2.22,8.03,14.46
12,4,0,422,427,5,9.95,11.82,14.58
12,4,1,673,683,10,8.15,10.62,14.12
12,5,0,710,717,7,3.78,8.01,12.92
12,6,0,427,441,14,3.82,8.74,14.8
12,6,1,916,933,17,3.55,9.77,14.7
12,7,0,627,628,1,14.36,14.37,14.38
12,7,1,1041,1048,7,12.77,13.54,14.72
12,8,0,588,600,12,8.13,10.7,14.84
12,8,1,893,900,7,8.69,11.14,14.29
12,9,0,596,602,6,1.2,7.04,12.08
12,9,1,836,840,4,12.46,13.37,14.9
12,9,2,1015,1029,14,4.01,8.71,14.34
12,10,0,422,427,5,3.46,8.44,13.43
12,10,1,1066,1069,3,13.51,13.9,14.4
12,11,0,667,668,1,14.45,14.5,14.55
12,11,1,980,1006,26,4.81,8.61,14.96
12,13,0,429,441,12,1.26,7.91,14.62
12,13,1,672,678,6,7.1,10.19,13.63
12,13,2,938,946,8,4.03,8.58,13.95
12,13,3,1026,1033,7,2.05,7.93,14.06
12,14,0,481,492,11,1.67,8.55,14.35
12,14,1,806,817,11,1.3,7.92,14.66
13,0,0,425,433,8,11.56,12.63,14.1
13,1,0,452,457,5,10.73,12.07,13.85
13,1,1,699,706,7,3.87,8.66,14.33
13,1,2,863,868,5,8.52,10.48,13.11
13,2,0,528,537,9,10.22,12.14,14.95
13,2,1,646,649,3,14.22,14.41,14.62
13,2,2,993,998,5,9.79,11.74,14.32
13,3,0,684,691,7,9.66,11.69,14.71
13,3,1,787,795,8,1.59,7.59,14.89
13,3,2,892,895,3,13.44,13.82,14.31
13,4,0,659,675,16,5.84,10.57,14.95
13,4,1,950,961,11,2.25,7.75,13.77
13,5,0,443,454,11,9.4,11.5,14.55
13,5,1,1020,1028,8,4.36,8.96,13.93
13,6,0,430,443,13,1.78,7.46,14.09
13,6,1,683,684,1,12.02,13.14,14.26
13,7,0,978,986,8,2.03,7.36,12.75
13,8,0,801,807,6,7,10,13.3
13,8,1,903,909,6,6.73,9.78,14.09
13,8,2,1009,1020,11,2.18,8.16,14.65
13,9,0,703,712,9,4.39,8.68,14.23
13,9,1,1028,1031,3,13.77,14.1,14.51
13,10,0,550,560,10,1.95,7.85,13.93
13,11,0,452,470,18,6.87,9.98,14.73
13,11,1,505,521,16,2.06,8.22,14.96
13,11,2,1040,1042,2,14.36,14.56,14.73
13,12,0,429,441,12,1.26,7.91,14.62
13,12,1,672,678,6,7.1,10.19,13.63
13,12,2,938,946,8,4.03,8.58,13.95
13,12,3,1026,1033,7,2.05,7.93,14.06
13,14,0,793,800,7,1.24,7.14,13.05
14,0,0,576,584,8,3.96,8.7,14.19
14,0,1,1049,1054,5,12.27,13.24,14.82
14,1,0,1001,1007,6,7.03,9.57,12.51
14,2,0,521,528,7,2.92,7.86,13.47
14,2,1,612,617,5,12.43,13.43,14.67
14,3,0,719,729,10,1.56,7.92,14.73
14,4,0,891,907,16,3.58,8.47,14.72
14,5,0,993,998,5,12.24,13.35,14.95
14,6,0,1012,1019,7,12.49,13.37,14.83
14,6,1,1047,1061,14,3.59,7.42,13.73
14,7,0,707,713,6,11.61,12.63,14.06
14,7,1,717,726,9,12.88,13.67,14.97
14,7,2,964,974,10,2.41,7.69,13.87
14,8,0,728,740,12,6.27,9.44,13.9
14,8,1,865,870,5,11.49,12.81,14.97
14,9,0,654,662,8,3.76,8.32,14.72
14,11,0,540,559,19,1.83,7.7,14.21
14,11,1,765,775,10,5.88,9.22,13.52
14,11,2,904,920,16,1.15,7.69,14.4
14,12,0,481,492,11,1.67,8.51,14.35
14,12,1,806,817,11,1.3,7.92,14.66
14,13,0,793,800,7,1.24,7.14,13.05
15,16,0,900,915,15,3.09,8.42,14.9
15,16,1,920,924,4,12.8,13.5,14.25
15,17,0,514,522,8,7.85,10.81,14.9
15,17,1,906,913,7,7.14,10.3,14.62
15,18,0,628,633,5,13.87,14.22,14.67
15,19,0,547,556,9,4.65,8.54,13.16
15,20,0,764,767,3,13.72,14.17,14.76
15,21,0,470,486,16,3.45,8.39,14.6
15,22,0,584,592,8,8.41,10.71,14.02
15,22,1,685,695,10,3.02,8.36,14.11
15,22,2,728,773,45,11.59,12.82,14.98
15,23,0,601,610,9,8.51,10.64,13.73
15,23,1,851,853,2,13.34,13.66,13.86
15,24,0,677,684,7,4.62,8.79,13.74
15,26,0,748,759,11,5.15,8.78,13.37
15,27,0,472,480,8,6.96,9.91,13.54
15,27,1,569,584,15,1.49,7.65,14.5
15,28,0,772,784,12,3.05,8.47,14.98
15,29,0,567,582,15,4.38,8.79,14.1
15,29,1,1021,1028,7,12.77,13.64,14.83
15,92,0,755,762,7,1.36,7.29,13.3
15,112,0,770,788,18,4,8.7,14.77
15,145,0,776,785,9,7.74,10.23,13.61
16,15,0,900,915,15,3.09,8.42,14.9
16,15,1,920,924,4,12.8,13.5,14.25
16,17,0,789,796,7,1.63,6.9,12.21
16,17,1,905,915,10,2.69,7.95,14.15
16,20,0,560,573,13,0.64,7.45,14.28
16,20,1,725,734,9,6.26,10.14,14.94
16,20,2,944,951,7,6.43,9.31,12.84
16,21,0,495,512,17,6.44,9.79,14.84
16,21,1,952,960,8,3.75,8.13,13.15
16,22,0,558,565,7,5.43,8.76,12.86
16,22,1,999,1002,3,12.82,13.58,14.76
16,23,0,489,495,6,10.26,11.96,14.19
16,23,1,759,778,19,3.75,9.89,14.43
16,23,2,950,957,7,2.99,8.12,13.73
16,23,3,1050,1056,6,13.15,13.71,14.6
16,24,0,537,557,20,1,9.8,14.91
16,24,1,818,824,6,8.9,10.85,13.58
16,25,0,530,536,6,9.28,11.46,14.2
16,25,1,773,777,4,10.17,11.52,12.96
16,25,2,932,933,1,14.77,14.83,14.9
16,25,3,1013,1015,2,14.31,14.59,14.83
16,26,0,878,887,9,4.56,9.08,14.39
16,27,0,636,641,5,8.93,10.78,13.16
16,27,1,868,873,5,8.1,10.01,12.26
16,28,0,987,1004,17,6.2,10.79,14.17
16,29,0,849,860,11,6.85,9.96,14.48
16,112,0,719,719,0,11.56,11.56,11.56
16,333,0,875,887,12,2.7,8.1,14.61
17,15,0,514,522,8,7.85,10.81,14.9
17,15,1,906,913,7,7.14,10.3,14.62
17,16,0,789,796,7,1.63,6.9,12.21
17,16,1,905,915,10,2.69,7.95,14.15
17,18,0,554,567,13,4.02,8.29,13.59
17,18,1,816,827,11,4.95,9.15,14.88
17,18,2,837,857,20,1.96,7.91,14.8
17,19,0,493,503,10,6.9,9.79,13.6
17,19,1,688,696,8,9.91,11.72,13.79
17,19,2,839,840,1,14.73,14.76,14.78
17,20,0,715,721,6,6.9,9.94,13.98
17,22,0,731,736,5,9.47,11.46,14.45
17,22,1,889,894,5,8.41,10.46,13.18
17,24,0,722,729,7,3.88,8.77,14.25
17,25,0,741,746,5,10.1,11.47,13.31
17,28,0,551,564,13,1.03,7.02,13.02
17,48,0,723,729,6,12.36,13.33,14.74
17,49,0,650,660,10,4.74,9.16,14.38
17,92,0,782,790,8,0.55,7.83,14.37
17,107,0,840,845,5,12.27,13.23,14.6
17,296,0,617,650,33,7.71,9.99,14.92
18,15,0,628,633,5,13.87,14.22,14.67
18,17,0,554,567,13,4.02,8.29,13.59
18,17,1,816,827,11,4.95,9.15,14.88
18,17,2,837,857,20,1.96,7.91,14.8
18,19,0,805,821,16,10.07,11.75,14.37
18,21,0,525,542,17,4.27,8.55,14.28
18,21,1,684,703,19,12.79,13.53,14.86
18,21,2,762,785,23,6.05,9.52,14.48
18,21,3,1010,1015,5,14.68,14.81,14.99
18,21,4,1035,1058,23,5.26,8.34,14.84
18,22,0,522,538,16,2.61,7.86,14.54
18,22,1,647,656,9,8.68,10.76,13.77
18,23,0,738,745,7,12.17,13.25,14.84
18,23,1,992,1003,11,4.71,9.2,14.75
18,24,0,504,518,14,7.24,10.26,14.66
18,24,1,898,909,11,1.45,7.64,14.04
18,25,0,477,488,11,9.98,11.82,14.57
18,26,0,480,505,25,0.8,7.53,14.33
18,26,1,785,808,23,0.56,7.17,14.46
18,27,0,680,691,11,6.18,9.31,13.48
18,28,0,540,569,29,6.67,9.91,14.81
18,28,1,654,676,22,4.25,8.74,14.88
18,92,0,739,739,0,8.15,8.15,8.15
18,107,0,836,846,10,2.9,7.5,14.52
18,266,0,856,867,11,7.49,10.96,14.5
18,333,0,865,865,0,2.18,2.18,2.18
19,15,0,547,556,9,4.65,8.54,13.16
19,17,0,493,503,10,6.9,9.79,13.6
19,17,1,689,696,7,9.91,11.52,13.79
19,17,2,839,840,1,14.73,14.76,14.78
19,18,0,805,821,16,10.07,11.75,14.37
19,20,0,1047,1050,3,8.97,11.49,14.24
19,21,0,789,801,12,2.05,8.2,14.1
19,22,0,965,973,8,3.18,7.79,12.84
19,23,0,579,581,2,14.47,14.68,14.8
19,25,0,614,622,8,0.89,7.24,13.69
19,26,0,600,609,9,2.79,7.73,13.21
19,27,0,643,646,3,13.67,14.09,14.65
19,28,0,844,855,11,3.83,8.63,14.59
19,123,0,845,845,0,11.19,11.19,11.19
19,145,0,740,765,25,5.78,9.43,14.43
19,266,0,855,855,0,11.94,11.94,11.94
20,15,0,764,767,3,13.72,14.17,14.76
20,16,0,560,573,13,0.64,7.45,14.28
20,16,1,725,734,9,6.26,10.14,14.94
20,16,2,944,951,7,6.43,9.31,12.84
20,17,0,715,721,6,6.9,9.94,13.98
20,19,0,1047,1056,9,8.97,11.51,14.53
20,21,0,642,653,11,3.79,8.85,14.82
20,21,1,977,988,11,1.91,7.98,14.4
20,22,0,546,564,18,3.77,8.19,13.63
20,22,1,604,610,6,5.73,8.86,12.56
20,22,2,844,850,6,6.27,9.25,12.92
20,23,0,816,821,5,8.99,10.85,13.33
20,23,1,969,976,7,3.36,8.29,14.14
20,24,0,521,527,6,9.69,12.07,14.83
20,24,1,577,598,21,9.42,11.53,14.97
20,24,2,835,841,6,6.57,9.51,13.19
20,26,0,643,650,7,14.14,14.45,14.93
20,27,0,589,605,16,2.33,8.62,14.95
20,28,0,515,526,11,3.01,8.21,14.7
20,28,1,909,923,14,6.1,9.84,14.77
20,48,0,851,853,2,13.37,14.08,14.89
20,92,0,741,741,0,11.61,11.61,11.61
20,123,0,867,872,5,10.64,12.09,14.17
21,15,0,470,486,16,3.45,8.39,14.6
21,16,0,495,512,17,6.44,9.79,14.84
21,16,1,952,960,8,3.75,8.13,13.15
21,18,0,525,542,17,4.27,8.55,14.28
21,18,1,684,703,19,12.79,13.53,14.86
21,18,2,762,785,23,6.05,9.52,14.48
21,18,3,1010,1015,5,14.68,14.81,14.99
21,18,4,1035,1043,8,5.26,9.9,14.84
21,19,0,789,801,12,2.05,7.84,14.1
21,20,0,642,653,11,3.79,8.85,14.82
21,20,1,977,988,11,1.91,7.98,14.4
21,22,0,494,516,22,9.73,11.71,14.86
21,22,1,526,539,13,0.65,7.49,14.35
21,23,0,620,627,7,7.34,9.85,13.24
21,23,1,747,754,7,8.9,11.13,14.31
21,23,2,864,874,10,7.44,10.06,13.81
21,23,3,937,960,23,6.39,9.59,14.22
21,23,4,987,993,6,12.85,13.6,14.52
21,25,0,816,827,11,10.58,12.37,15
21,25,1,845,861,16,12.7,13.44,14.66
21,25,2,867,877,10,4.74,8.91,14.89
21,26,0,510,520,10,4.72,9.46,14.93
21,26,1,648,655,7,10.16,11.91,14.38
21,26,2,779,790,11,6.18,9.35,13.54
21,27,0,472,481,9,3.05,8.1,14.37
21,27,1,917,937,20,3.5,8.42,14.67
21,28,0,535,542,7,11.38,12.42,13.88
21,28,1,670,681,11,8.98,11.24,14.82
21,28,2,803,815,12,2.78,8.01,14.45
21,29,0,902,921,19,0.61,7.67,14.91
22,15,0,584,592,8,8.41,10.71,14.02
22,15,1,685,695,10,3.02,8.84,14.11
22,15,2,728,773,45,11.59,12.82,14.98
22,16,0,558,565,7,5.43,8.76,12.86
22,16,1,999,1002,3,12.82,13.58,14.76
22,17,0,731,736,5,9.47,11.46,14.45
22,17,1,889,894,5,8.41,10.46,13.18
22,18,0,522,538,16,2.61,8.21,14.54
22,18,1,647,656,9,8.68,10.76,13.77
22,19,0,965,973,8,3.18,7.79,12.84
22,20,0,546,564,18,3.77,8.19,13.63
22,20,1,604,610,6,5.73,8.86,12.56
22,20,2,844,850,6,6.27,9.25,12.92
22,21,0,494,516,22,9.73,11.71,14.86
22,21,1,526,539,13,0.65,7.49,14.35
22,23,0,839,844,5,9.43,11.58,14.87
22,24,0,567,568,1,14.96,14.96,14.96
22,24,1,777,780,3,13.87,14.22,14.57
22,24,2,862,869,7,7.54,10.24,14.21
22,24,3,947,956,9,1.25,7.93,14.74
22,24,4,1034,1042,8,5.53,9.38,13.78
22,25,0,637,643,6,10.39,11.8,13.71
22,26,0,511,516,5,8.14,10.07,12.4
22,26,1,743,754,11,2.25,7.55,13.57
22,26,2,975,980,5,10.09,11.84,14.3
22,27,0,481,487,6,5.88,9.05,12.59
22,28,0,534,544,10,3.42,8.22,14.19
22,28,1,651,660,9,1.7,7.76,14.02
22,28,2,767,777,10,2.49,7.77,14.09
22,28,3,1000,1019,19,7.99,11.63,14.37
22,29,0,975,985,10,6.13,9.78,14.58
22,48,0,738,750,12,11.08,12.48,14.69
22,48,1,825,839,14,9.29,11.22,14.15
22,92,0,754,759,5,8.58,10.76,13.69
22,112,0,762,777,15,3.25,8.27,14.33
22,129,0,916,931,15,3.05,8.47,14.85
22,145,0,773,777,4,13.38,13.97,14.63
23,15,0,601,610,9,8.51,10.64,13.73
23,15,1,851,853,2,13.34,13.66,13.86
23,16,0,489,495,6,10.26,11.96,14.19
23,16,1,759,778,19,3.75,9.91,14.43
